"Lower Chance Farm SU58_89","Malthouse SU48_34","Calvesleys Farm SU57_159","Woodend SU57_155","Ashridge Wood SU47_140","Briff Lane SU56_119","Mayfield Farm SU57_158","The Barracks SU48_71","Compton Shepherds Hill SU57_154","Marlston Farm SU57_161","Bottom Barn SU57_153","Beenham SU56_220","Hartridge Farm SU57_39","Bere Court Farm SU67_84","comp","D"
0.120519605484725,0.107763382544943,0.0584569288389511,0.188136686009027,0.10187512081964,0.238120725542671,0.12263099219621,0.125628523541063,0.122684897451834,0.519461697722568,0.181580666231221,0.322580645161291,0,0.136781609195403,0.167587248624253,1991-09-01
0.0914120760163586,0.0633976097218039,0.0355056179775282,0.157640232108318,0.0819640440750045,0.200341956586383,0.100938312894835,0.099401950327594,0.0949347420758229,0.492494824016564,0.0542129327237099,0.334677419354839,0,0.116091954022989,0.137358119421554,1991-10-01
0.0613423141688724,0.033393592447524,0.0227715355805249,0.132656350741457,0.0680456214962301,0.209708593517693,0.0828223708658492,0.0770227030321496,0.0713175885643253,0.479037267080745,0.0287393860222076,0.322580645161291,0,0.129885057471265,0.122808787582152,1991-11-01
0.0318739475583354,0.00923973084262315,0.0131835205992509,0.113217279174726,0.0583413879760294,0.185251263752602,0.0548123374210328,0.0532530854792014,0.0502175264139213,0.47851966873706,0.0169823644676676,0.298387096774194,0,0.118390804597701,0.105833572413882,1991-12-01
0.0087202309357716,0,0.00464419475655519,0.0970341715022572,0.0537405760680451,0.162875408861136,0.0428743961352658,0.0393112905683375,0.0323182100683652,0.457763975155281,0.00261267145656382,0.256048387096775,0,0.119540229885058,0.0912488387492436,1992-01-01
0,0,0,0.0933268858800777,0.052967330369225,0.168079096045199,0.0763192121887775,0.0349306719488034,0.0329397141081409,NA,NA,NA,NA,NA,0.0509514345044692,1992-02-01
0.00469088284820802,0,0.00374531835205993,0.102256608639587,0.0550937560409819,0.182475963921103,0.0989409141583053,0.0414444613743713,0.0464885021752636,0.453416149068324,0,0.197580645161291,0,0.113793103448276,0.0928518789419837,1992-03-01
0.0214998797209527,0,0.0119850187265919,0.117343649258543,0.0608930987821376,0.199127762910101,0.135892790784095,0.0572146884046928,0.0647917961466752,0.472826086956523,0.0137165251469624,0.260080645161292,0,0.113793103448276,0.109226074674774,1992-04-01
0.0502766418089968,0,0.0188764044943819,0.14107027724049,0.0694761260390488,0.202423431460007,0.180416202155333,0.0764894103306413,0.0928527035425731,0.480331262939959,NA,NA,NA,NA,0.131221246001143,1992-05-01
0.0798352177050758,0.0334438083760167,0.0184269662921351,0.160058027079304,0.0761647013338488,0.160273565269106,0.211724266072092,0.0897836355325303,0.116842759477936,0.459213250517599,0.0346178967994775,0.300403225806452,0,0.101149425287357,0.131566910396352,1992-06-01
